date,TARGET_VIX_TERM_STRUCTURE,TARGET_REALIZED_VS_IMPLIED,TARGET_CROSS_ASSET_CORRELATION,TARGET_VOLATILITY_DISPERSION,TARGET_VOL_OF_VOL_RATIO,REALIZED_VOL_30D
2015-07-15,2.369999999999999,1.004989309779825,0.6071603113004327,-15.226666666666667,6.863945578231292,12.225010690220175
2015-07-16,2.620000000000001,-0.05636062232314387,0.58283414582113,-15.319999999999997,7.194054500412882,12.166360622323143
2015-07-17,2.66,-0.20409547302255682,0.5572952823111328,-17.67,7.1397489539748955,12.154095473022556
2015-07-20,2.5999999999999996,0.2798999230993786,0.5200612302258187,-19.179999999999996,6.888163265306122,11.970100076900621
2015-07-21,2.5299999999999994,0.16061935095631164,0.5016262950448017,-19.32,6.756137479541735,12.059380649043689
2015-07-22,2.6900000000000013,0.5303798192104523,0.4463083725893437,-16.686666666666667,6.509075907590759,11.589620180789547
2015-07-23,2.289999999999999,0.9396015540098865,0.39310182248806147,-17.349999999999998,6.443037974683544,11.700398445990114
2015-07-24,1.9100000000000001,1.802439486432684,0.3642098796651276,-10.98666666666667,6.4308588064046575,11.937560513567316
2015-07-27,1.1800000000000015,3.620851587342605,0.3771565529778247,-10.910000000000002,6.2384615384615385,11.979148412657395
2015-07-28,1.9900000000000002,1.0230075541233035,0.35216021841510986,-10.503333333333332,6.307291666666667,12.416992445876696
2015-07-29,2.42,-0.08729554871336198,0.3238374764989946,-10.543333333333333,6.6352,12.587295548713362
2015-07-30,2.58,-0.11303858579915449,0.29185085672618816,-11.450000000000001,6.648804616652927,12.243038585799155
2015-07-31,2.780000000000001,-0.04406790050263609,0.2598669172908454,-12.300000000000002,6.746699669966997,12.164067900502635
2015-08-03,2.2799999999999994,0.5163938587230508,0.19401473157925447,-14.159999999999998,6.324044585987261,12.04360614127695
2015-08-04,2.130000000000001,0.9483878019863088,0.12209086887395436,-14.596666666666668,6.216923076923076,12.051612198013691
2015-08-05,2.370000000000001,0.5968161337567146,0.06671710279357747,-14.19,6.402877697841726,11.913183866243285
2015-08-06,1.7800000000000011,1.6781915705673462,0.04127814150442214,-13.953333333333333,6.126361655773421,12.091808429432653
2015-08-07,2.0299999999999994,1.2748152728712068,0.00848138008751373,-14.193333333333332,6.166542195668408,12.115184727128794
2015-08-10,2.76,1.182751570870261,0.08252365274785083,-13.49666666666667,6.558462796402289,11.04724842912974
2015-08-11,2.2299999999999986,2.284428734013792,0.21992520026913115,-15.873333333333331,6.215900802334062,11.425571265986209
2015-08-12,2.26,2.3537269365260975,0.2727559480122982,-16.316666666666666,6.475385745775165,11.256273063473902
2015-08-13,2.26,2.2268031845596674,0.3670832055369642,-15.173333333333337,6.550037064492217,11.263196815440333
2015-08-14,2.6799999999999997,1.5144556178218753,0.5111650272265991,-14.62,6.966484801247077,11.315544382178125
2015-08-17,2.1900000000000013,1.6861461949049943,0.5145002156653333,-14.086666666666666,6.7089093701996925,11.333853805095005
2015-08-18,1.8200000000000003,2.543913070526999,0.5101517514907147,-13.473333333333333,6.442349528643946,11.246086929473
2015-08-19,1.25,4.872338018030916,0.4949181952480384,-12.900000000000002,6.022295081967213,10.377661981969084
2015-08-20,-0.3100000000000023,7.032054057034369,0.5330731610649778,-13.266666666666666,5.681818181818182,12.107945942965632
2015-08-21,-4.560000000000002,13.39656573590224,0.5677865977451704,-13.463333333333331,4.9436318230467355,14.633434264097762
2015-08-24,-9.600000000000001,22.958017927001904,0.7584388942448368,-15.906666666666666,4.1421207658321055,17.781982072998098
2015-08-25,-6.440000000000005,18.163227302795967,0.8251469209880402,-14.623333333333335,4.231538034425318,17.856772697204036
2015-08-26,-4.670000000000002,8.545045589974105,0.8478808455699455,-10.616666666666667,4.429749340369393,21.774954410025895
2015-08-27,-1.240000000000002,3.151914204953531,0.8566105585613667,-10.79,4.926819923371648,22.94808579504647
2015-08-28,-0.7100000000000009,3.1075252726722695,0.8567939421414231,-12.063333333333336,4.88214971209213,22.94247472732773
2015-08-31,-1.8999999999999986,5.434535792370355,0.8487788618833794,-9.840000000000003,4.476960956735843,22.995464207629645
2015-09-01,-1.8699999999999974,7.096484614946583,0.8525566941371795,-14.82,4.106369426751592,24.303515385053416
2015-09-02,0.10000000000000142,0.9944346473534296,0.8430391756610359,-13.959999999999997,4.385971636642392,25.09556535264657
2015-09-03,0.5899999999999999,0.5092430407605484,0.8428592477743219,-14.473333333333336,4.613822725497853,25.10075695923945
2015-09-04,0.2699999999999996,2.530388699067391,0.845899788855356,-15.146666666666665,4.429856115107913,25.26961130093261
2015-09-07,0.2699999999999996,2.2728601233922987,0.8489894609285628,-15.146666666666665,4.429856115107913,25.527139876607702
2015-09-08,0.7900000000000027,-1.5340840519336396,0.8458705348051173,-14.636666666666663,4.7236947791164665,26.434084051933638
2015-09-09,0.0799999999999983,-0.24071074194784003,0.8434400605753555,-12.503333333333334,5.005718642775448,26.47071074194784
2015-09-10,1.2799999999999976,-2.1984674331598377,0.8370812184357206,-13.393333333333327,5.21378744357817,26.56846743315984
2015-09-11,1.4800000000000004,-3.4553664243441347,0.826627397583524,-13.523333333333337,5.133189655172414,26.655366424344134
2015-09-14,-0.5500000000000007,-2.4083374077429482,0.8187558814250796,-11.903333333333336,4.86639175257732,26.65833740774295
2015-09-15,0.5800000000000018,-4.4991109136028875,0.7997327830580616,-11.799999999999997,4.850931677018634,27.039110913602887
2015-09-16,0.9799999999999969,-5.833821357477333,0.7777328461044788,-11.18333333333333,5.012646370023418,27.183821357477335
2015-09-17,0.0,-5.991142899517413,0.7671991033822764,-10.93666666666666,5.586092715231788,27.131142899517414
2015-09-18,0.9199999999999982,-5.16424397593687,0.752860008137027,-11.64333333333333,5.218132854578097,27.44424397593687
2015-09-21,1.4499999999999993,-7.011247331497657,0.7311225932631134,-11.93,5.134061569016882,27.151247331497657
2015-09-22,0.8399999999999999,-4.784274130253543,0.7118630228213683,-11.749999999999996,4.9625668449197855,27.224274130253544
2015-09-23,0.75,-5.07311313395169,0.6787224263132535,-11.706666666666667,4.7835517397198375,27.20311313395169
2015-09-24,-0.00999999999999801,-3.729611653703138,0.6572788569793666,-11.966666666666669,4.6919471665956545,27.199611653703137
2015-09-25,0.7799999999999976,-3.5141519569272113,0.6129110336414533,-12.236666666666668,4.679932260795936,27.134151956927212
2015-09-28,-1.25,-0.15761918366807848,0.546428430729308,-15.08666666666667,4.1733622873688025,27.787619183668077
2015-09-29,-0.8299999999999983,-0.9973283492651817,0.4409439848132167,-17.369999999999997,4.1367871785314945,27.82732834926518
2015-09-30,0.25,-4.075158104781572,0.32065411448137565,-15.366666666666667,4.215510204081633,28.575158104781572
2015-10-01,1.2799999999999976,-5.5344522458880405,0.26323069742046284,-17.02,4.357871396895787,28.08445224588804
2015-10-02,1.6600000000000001,-6.082760825154931,0.35925938396775986,-17.06,4.540114613180515,27.022760825154933
2015-10-05,1.7899999999999991,-5.394892070334098,0.48238576278359996,-17.613333333333337,4.723132036847493,24.934892070334097
2015-10-06,2.1900000000000013,-5.188454122270937,0.6294405714213974,-17.906666666666666,4.765979381443299,24.588454122270935
2015-10-07,2.3100000000000023,-3.5854805095928306,0.75454925445104,-19.163333333333334,4.860326086956523,21.98548050959283
2015-10-08,2.669999999999998,-3.5444465178994236,0.7812456274155893,-20.596666666666664,5.075774971297359,20.964446517899425
2015-10-09,2.770000000000003,-3.8847677957456206,0.7972435737822597,-19.84666666666667,5.215456674473068,20.96476779574562
2015-10-12,3.09,-4.645092945488969,0.7760977896620287,-22.196666666666665,5.458874458874458,20.81509294548897
2015-10-13,2.8299999999999983,-1.2645637968087406,0.7169625026575065,-20.68333333333333,5.5659309564233155,18.934563796808742
2015-10-14,2.7799999999999976,-0.250349085168434,0.7271527657969463,-21.086666666666666,5.673322240709928,18.280349085168435
2015-10-15,3.379999999999999,-2.7097320269712135,0.7445678128645585,-20.446666666666662,6.019314641744548,18.759732026971214
2015-10-16,3.620000000000001,-3.102213497536912,0.7785847552428463,-20.606666666666666,6.483720930232558,18.152213497536913
2015-10-19,2.879999999999999,-2.4696565237774664,0.8028524618806658,-19.999999999999996,6.3004005340453935,17.449656523777467
2015-10-20,2.8500000000000014,-0.28027510692380986,0.806942534607509,-19.580000000000005,6.1657142857142855,16.03027510692381
2015-10-21,2.7600000000000016,1.161606276245795,0.8088190546717233,-19.606666666666666,6.348502994011976,15.538393723754204
2015-10-22,2.710000000000001,-1.6753281565706182,0.8163769084309401,-19.983333333333338,6.7176470588235295,16.125328156570617
2015-10-23,3.0199999999999996,-1.8730760431950237,0.8194860290228178,-13.29,6.722683264177039,16.333076043195025
2015-10-26,2.6999999999999993,-0.9853559679396326,0.8088811795186719,-14.76666666666667,6.415958142576848,16.275355967939632
2015-10-27,2.710000000000001,-0.5649286134907001,0.7993224629162302,-14.330000000000002,6.17044718081659,15.9949286134907
2015-10-28,3.1599999999999984,-1.8127853086452728,0.795600198443501,-10.859999999999998,6.160502442428472,16.142785308645273
2015-10-29,3.1999999999999993,-1.497026765603163,0.7883263812425304,-11.08666666666667,6.064339493497604,16.107026765603162
2015-10-30,3.3299999999999983,-0.26193379537820505,0.7932626763172617,-9.79666666666667,5.990046449900464,15.331933795378205
2015-11-02,3.2700000000000014,-1.4303804732502954,0.80122698991482,-9.99,6.130742049469965,15.580380473250296
2015-11-03,2.9299999999999997,-0.4116709221009156,0.8008397218819164,-9.506666666666668,6.00687757909216,14.951670922100915
2015-11-04,2.799999999999999,0.5099697414372066,0.8239673079535356,-9.179999999999998,5.767891682785299,15.000030258562793
2015-11-05,2.759999999999998,0.1151320726235987,0.8097298869930591,-10.103333333333335,5.825913621262458,14.934867927376402
2015-11-06,3.119999999999999,-0.6026477138553741,0.7946366459105608,-11.633333333333335,5.933705512909979,14.932647713855374
2015-11-09,2.330000000000002,3.650636418173846,0.7189332958004833,-10.903333333333332,5.62772397094431,12.869363581826153
2015-11-10,2.7300000000000004,2.4243611529099383,0.5679677138605559,-12.850000000000001,5.687377370830609,12.865638847090061
2015-11-11,2.3900000000000006,3.960335280978203,0.49059941400990026,-11.76666666666667,5.6818181818181825,12.099664719021796
2015-11-12,1.8000000000000007,5.346993626846297,0.45533550168984005,-9.736666666666665,5.345127925966249,13.023006373153704
2015-11-13,1.5,7.038756000539912,0.5762231640741684,-10.353333333333335,5.28187250996016,13.041243999460086
2015-11-16,1.8200000000000003,5.471413982537415,0.6203118738056395,-11.29,5.325440528634361,12.688586017462585
2015-11-17,1.5899999999999999,6.207352700191587,0.6585118692201507,-10.29,5.3274946921443735,12.632647299808413
2015-11-18,2.3699999999999974,3.6292208643077917,0.6710621194437013,-10.666666666666664,5.5471810089020765,13.22077913569221
2015-11-19,2.650000000000002,3.936554030922938,0.6752746502648836,-10.453333333333333,5.660977045320778,13.05344596907706
2015-11-20,3.4700000000000006,2.39441391201205,0.6520526418703552,-10.53,5.868778280542987,13.07558608798795
2015-11-23,3.01,2.5247748790004305,0.6245369501273454,-10.166666666666666,5.669014084507042,13.095225120999569
2015-11-24,2.780000000000001,3.0551604346263534,0.5669915773867877,-10.476666666666667,5.627118644067797,12.874839565373646
2015-11-25,3.0000000000000018,2.4372224288667983,0.5032671595771819,-10.753333333333332,5.67083607636603,12.752777571133201
2015-11-26,3.0000000000000018,3.068837953540962,0.4414107749655437,-10.753333333333332,5.67083607636603,12.121162046459037
2015-11-27,2.230000000000002,3.0436848707720223,0.3785322367130065,-11.430000000000001,5.843253968253968,12.076315129227977
2015-11-30,2.3599999999999994,3.9464078100621176,0.3616037921166085,-10.946666666666665,5.631742095474272,12.183592189937881
2015-12-01,2.9099999999999984,2.175665971435283,0.2898324219384196,-11.146666666666667,5.952283571915474,12.494334028564717
2015-12-02,2.419999999999998,3.0782585678107637,0.2868200568329416,-10.406666666666666,5.8416090509113765,12.831741432189236
2015-12-03,2.0,5.411353632653066,0.3252318496182393,-9.496666666666666,5.621203754831585,12.698646367346933
2015-12-04,3.360000000000001,1.132810018996329,0.29450318190391656,-10.273333333333332,6.022282241728561,13.677189981003671
2015-12-07,2.8099999999999987,2.013238276608071,0.27885035621076015,-10.646666666666668,5.953282828282828,13.826761723391929
2015-12-08,2.4599999999999973,3.660329717332541,0.31716126414002693,-9.600000000000001,5.634090909090909,13.93967028266746
2015-12-09,1.4400000000000013,5.9640364262262064,0.3979033803644586,-9.960000000000004,5.804691483936767,13.645963573773793
2015-12-10,1.4200000000000017,5.66804147012785,0.4441834738716434,-8.806666666666665,5.884177869700103,13.67195852987215
2015-12-11,-0.010000000000001563,9.705481278172579,0.5474846162917545,-8.660000000000004,5.374743747437474,14.684518721827422
2015-12-14,0.5700000000000003,8.450704472468018,0.6078320941540724,-9.100000000000001,5.377034755829301,14.279295527531982
2015-12-15,0.9100000000000001,6.299411203962341,0.6005911209747442,-9.883333333333333,5.459188544152745,14.650588796037658
2015-12-16,1.7100000000000009,2.5584388191257474,0.5926481759153415,-10.066666666666666,6.099104143337066,15.301561180874252
2015-12-17,1.4299999999999997,3.0625547080270845,0.5748254651809672,-9.513333333333332,5.993664202745512,15.877445291972917
2015-12-18,0.5600000000000023,4.085968868406269,0.5449575929231073,-10.01666666666667,5.715942028985507,16.61403113159373
2015-12-21,2.41,2.071618739058305,0.5526314781908434,-10.713333333333338,5.8524064171123,16.628381260941694
2015-12-22,3.2399999999999984,-0.25314587888012596,0.5322169786149997,-11.553333333333335,6.078915662650601,16.853145878880127
2015-12-23,3.759999999999998,-1.6798607688374076,0.5307056802300594,-11.71,6.3975594091201025,17.249860768837408
2015-12-24,3.950000000000001,-1.0106567094038699,0.5851527844281178,-11.583333333333334,6.34561626429479,16.75065670940387
2015-12-25,3.950000000000001,-0.6653205805632165,0.6395970319712179,-11.583333333333334,6.34561626429479,16.405320580563217
2015-12-28,2.7699999999999996,1.0599831254681806,0.6456566029917521,-12.46,5.868716735659373,15.85001687453182
2015-12-29,3.020000000000003,-0.05625264714520384,0.6697712939100213,-12.64,5.916044776119404,16.136252647145202
2015-12-30,2.3000000000000007,1.7200537215845078,0.6850505504808175,-12.183333333333334,5.831116252168884,15.569946278415491
2015-12-31,1.5899999999999999,2.419877051886143,0.6963742916215359,-12.18,5.502471169686985,15.790122948113858
2016-01-01,1.5899999999999999,2.2773180868935867,0.6719410443230021,-12.18,5.502471169686985,15.932681913106414
2016-01-04,1.3100000000000023,4.240316035917612,0.6616644299798625,-14.656666666666663,5.202415458937198,16.459683964082387
2016-01-05,1.1799999999999997,2.8672803647040332,0.658647974584046,-15.970000000000002,5.265770423991727,16.472719635295967
2016-01-06,0.6799999999999997,3.7842795863914453,0.683812442264227,-15.393333333333342,5.005342399222924,16.805720413608555
2016-01-07,-0.36999999999999744,7.05312456799037,0.7575422752673825,-15.68333333333334,4.663865546218488,17.93687543200963
2016-01-08,-0.7800000000000011,8.950727984370001,0.8057441972667323,-13.306666666666668,4.311736393928174,18.05927201563
2016-01-11,0.4299999999999997,6.2114070628905225,0.7984812641476268,-16.789999999999996,4.511522633744856,18.08859293710948
2016-01-12,0.060000000000002274,4.550889450602263,0.770237940913467,-16.020000000000003,4.651535380507343,17.919110549397736
2016-01-13,-0.3299999999999983,6.328737269245046,0.8215081454427582,-16.51333333333333,4.644726407613006,18.891262730754953
2016-01-14,-0.41999999999999815,4.479219475682957,0.8335299555829578,-14.993333333333336,4.595824634655532,19.470780524317043
2016-01-15,-0.14000000000000057,8.04500849488975,0.8497366415909642,-16.603333333333335,4.308290155440415,18.97499150511025
2016-01-18,-0.14000000000000057,7.373880618342625,0.8717553909510243,-16.603333333333335,4.308290155440415,19.646119381657375
2016-01-19,0.39000000000000057,6.365615544376713,0.8837303448581519,-15.806666666666668,4.366986564299424,19.684384455623288
2016-01-20,0.21999999999999886,7.808865340801383,0.8947512549594955,-16.849999999999998,4.091337441101849,19.781134659198617
2016-01-21,0.019999999999999574,6.806940001621051,0.9012991036118417,-15.456666666666667,4.060696890221056,19.88305999837895
2016-01-22,1.9400000000000013,1.791699646705819,0.8984566898491594,-16.740000000000006,4.427931960608774,20.54830035329418
2016-01-25,1.1000000000000014,3.4046446247196442,0.8923111945741669,-17.27666666666667,4.260041407867495,20.745355375280354
2016-01-26,0.7899999999999991,1.522484102328594,0.8768244765949914,-17.613333333333337,4.373333333333334,20.977515897671406
2016-01-27,1.3599999999999994,2.7314696796524913,0.8639290712837199,-14.903333333333329,4.328861964517525,20.378530320347508
2016-01-28,1.5999999999999979,2.119254215086631,0.8475170577655905,-14.999999999999993,4.306868867082962,20.30074578491337
2016-01-29,2.460000000000001,-1.2176963052040222,0.8339619900397061,-9.543333333333337,4.452970297029704,21.41769630520402
2016-02-01,2.030000000000001,-1.2395040943033848,0.7900695605267101,-10.896666666666665,4.486986986986987,21.219504094303385
2016-02-02,1.4299999999999997,0.5225228903237422,0.7601240339911388,-11.193333333333339,4.4404003639672425,21.457477109676258
2016-02-03,1.5500000000000007,0.560493131108295,0.7243885770170959,-11.766666666666666,4.495150115473441,21.089506868891704
2016-02-04,1.8200000000000003,0.7059618421875555,0.6803626733490789,-11.296666666666663,4.3598901098901095,21.134038157812444
2016-02-05,1.1000000000000014,1.8121819616460613,0.6389604814382673,-13.106666666666673,4.300684345594525,21.567818038353938
2016-02-08,-0.019999999999999574,4.2420339106385505,0.6160773010849819,-13.14,4.020384615384615,21.75796608936145
2016-02-09,0.26000000000000156,5.218438936762713,0.5767498144471082,-13.556666666666672,3.8831951770911832,21.321561063237287
2016-02-10,0.4299999999999997,4.9408547266832805,0.5311523901691638,-12.103333333333332,4.039178394826931,21.34914527331672
2016-02-11,-0.4200000000000017,6.717376731827347,0.5166591041412176,-11.963333333333331,3.809879175550817,21.422623268172654
2016-02-12,0.8300000000000018,2.9218064022373547,0.4258464518774723,-11.046666666666667,4.06496062992126,22.478193597762644
2016-02-15,0.8300000000000018,2.2312960406343194,0.37869640427411744,-11.046666666666667,4.06496062992126,23.16870395936568
2016-02-16,0.9000000000000021,0.32160878422795136,0.26059131757815757,-10.416666666666664,3.9070924927416013,23.788391215772048
2016-02-17,1.240000000000002,-1.8247012990668061,0.140335589925868,-10.889999999999997,3.9874495741819813,24.134701299066805
2016-02-18,1.5599999999999987,-1.5546454373213336,0.1600130887685738,-11.786666666666669,4.044824399260628,23.194645437321334
2016-02-19,2.2699999999999996,-2.4532011317941915,0.3028668035054545,-10.77,4.201169020944958,22.983201131794193
2016-02-22,2.240000000000002,-3.9848337279992947,0.3400960512586615,-10.299999999999997,4.447368421052632,23.364833727999294
2016-02-23,1.4600000000000009,-2.563876547060609,0.342854135691396,-10.316666666666666,4.274070543374642,23.54387654706061
2016-02-24,1.620000000000001,-1.6581557360497001,0.37995012316547855,-10.27666666666667,4.186293436293436,22.3781557360497
2016-02-25,2.129999999999999,-2.9879619258195156,0.4367373530024119,-11.206666666666667,4.36996336996337,22.097961925819515
2016-02-26,2.0500000000000007,-1.2888225408537757,0.5495250969415979,-11.006666666666664,4.226148409893993,21.098822540853774
2016-02-29,1.8399999999999999,0.37432788032720765,0.6541364931832884,-9.656666666666666,4.139172749391728,20.175672119672793
2016-03-01,2.580000000000002,-3.4742113516996724,0.7405174591112873,-10.0,4.488700564971752,21.17421135169967
2016-03-02,2.830000000000002,-3.6606471768486166,0.8074848897767561,-10.236666666666665,4.613224107665301,20.750647176848616
2016-03-03,2.789999999999999,-4.040411991848167,0.8724327047723187,-10.826666666666672,4.755089820359282,20.740411991848166
2016-03-04,2.7699999999999996,-3.2153968520158287,0.8940692520197242,-10.323333333333338,4.8618030842230135,20.075396852015828
2016-03-07,2.549999999999997,-1.9996145429307006,0.9099737548953442,-11.266666666666662,4.7435158501440915,19.349614542930702
2016-03-08,2.3699999999999974,-0.7919522660511511,0.9099604457712619,-10.783333333333331,4.684520621317621,19.461952266051153
2016-03-09,2.41,-0.7497070611797376,0.9101562582035433,-10.41333333333333,5.063249727371865,19.089707061179737
2016-03-10,2.66,-1.0303160169791106,0.9110697156251564,-10.523333333333333,5.2504155124653735,19.08031601697911
2016-03-11,2.969999999999999,-1.8680345384374206,0.9172212600396745,-9.856666666666666,5.596969696969697,18.36803453843742
2016-03-14,2.5,-1.4593603642522197,0.9288358071598163,-8.943333333333332,5.303782505910164,18.37936036425222
2016-03-15,2.4899999999999984,-0.5000873206880314,0.9326215276230563,-9.35666666666667,5.364608076009501,17.34008732068803
2016-03-16,3.49,-2.3581944099931764,0.9394647212566015,-10.726666666666668,5.628418945963976,17.348194409993177
2016-03-17,3.700000000000001,-2.9419283129610303,0.944386847375349,-12.123333333333333,5.8663434903047085,17.38192831296103
2016-03-18,3.91,-2.148546155603352,0.9487722689771075,-12.466666666666665,6.148359486447932,16.16854615560335
2016-03-21,3.8000000000000007,-1.5076837330004818,0.959494571678633,-12.510000000000002,6.365482233502538,15.297683733000481
2016-03-22,3.58,-1.1335708136159734,0.9649808727449496,-12.086666666666664,6.001411432604094,15.303570813615973
2016-03-23,3.360000000000001,-0.6169393312751446,0.969207915712713,-11.80666666666667,5.76037483266399,15.556939331275144
2016-03-24,3.5299999999999994,-0.10763342546724353,0.9752913213445138,-12.149999999999997,5.712347354138399,14.847633425467244
2016-03-25,3.5299999999999994,0.5636796913849516,0.9716239555091513,-12.149999999999997,5.712347354138399,14.176320308615049
2016-03-28,3.0600000000000005,1.8710127228816233,0.9650790381070233,-13.179999999999998,5.465223097112861,13.368987277118377
2016-03-29,3.419999999999998,0.9520804557864615,0.9569793910918604,-14.563333333333336,5.889290882778582,12.867919544213539
2016-03-30,3.360000000000001,1.3566172061171695,0.9463399199803836,-14.49333333333333,5.924041297935103,12.203382793882831
2016-03-31,3.129999999999999,1.85379303802525,0.9388555348778995,-14.239999999999998,5.945519713261649,12.09620696197475
2016-04-01,3.4000000000000004,0.9741989119545451,0.9207233834020002,-14.803333333333336,6.2267175572519085,12.125801088045455
2016-04-04,3.110000000000001,2.4203717769615416,0.9045921831354427,-15.836666666666668,5.979461756373938,11.699628223038458
2016-04-05,2.959999999999999,3.9518395394590353,0.887443270049114,-15.816666666666668,5.778858625162127,11.468160460540965
2016-04-06,3.1900000000000013,2.381826445886084,0.8706617162181749,-16.93333333333333,6.0745209368346345,11.708173554113916
2016-04-07,2.6999999999999993,4.072784064462759,0.8676510731328501,-16.970000000000002,5.7388613861386135,12.087215935537241
2016-04-08,2.960000000000001,3.3110752869762035,0.8438466614866768,-16.753333333333337,5.841796875000001,12.048924713023796
2016-04-11,2.629999999999999,4.493729708090639,0.7891874257968483,-18.156666666666663,5.707872078720786,11.766270291909363
2016-04-12,3.119999999999999,4.797555883537926,0.7772145113880892,-19.03,6.045791245791246,10.052444116462073
2016-04-13,3.4200000000000017,3.5045082115900392,0.7456891365462135,-19.62,6.350433526011561,10.33549178840996
2016-04-14,3.519999999999998,3.393163850569696,0.7419243185451309,-18.936666666666667,6.408163265306122,10.326836149430305
2016-04-15,3.540000000000001,3.2845534206212506,0.6548444115209106,-18.74333333333334,6.627753303964758,10.335446579378749
2016-04-18,3.160000000000002,2.9061870985060185,0.6256038989708697,-18.233333333333334,6.484644194756554,10.443812901493981
2016-04-19,3.2299999999999986,3.5162234332095412,0.5576650767373103,-18.023333333333333,6.569486404833837,9.723776566790459
2016-04-20,3.320000000000002,3.5940496091062766,0.5096761375068379,-17.320000000000007,6.624246987951808,9.685950390893723
2016-04-21,3.1900000000000013,4.060718365280211,0.4090310719080502,-17.113333333333333,6.2415770609319,9.889281634719788
2016-04-22,3.42,4.36465348370055,0.3964425987052129,-18.133333333333333,6.361573373676247,8.85534651629945
2016-04-25,3.139999999999999,5.210309245247146,0.31762070775884604,-16.906666666666666,6.0916193181818175,8.869690754752854
2016-04-26,2.960000000000001,5.132322051982511,0.25674827615185375,-17.4,6.053724928366762,8.82767794801749
2016-04-27,3.0,5.038433796038934,0.3076739143614482,-15.516666666666666,6.034858387799564,8.731566203961066
2016-04-28,2.5600000000000005,6.1553255066866,0.23681931532065506,-15.106666666666667,5.73981603153745,9.064674493313401
2016-04-29,2.75,6.567982715093924,0.13805382896233678,-10.536666666666669,5.839490445859873,9.132017284906075
2016-05-02,3.1000000000000014,5.290183093787617,0.1269258736123959,-10.833333333333332,6.096049046321526,9.389816906212383
2016-05-03,2.9700000000000006,5.84675252028083,0.11499845376093659,-10.340000000000002,5.875641025641025,9.75324747971917
